score,series_ID,starters_playoff_exp_diff,bench_playoff_exp_diff,at_home,team,reg_season_points,opp_reg_season_pa
105,100,-1051,133,0,Washington Wizards,109.2,
115,100,1051,-133,1,Boston Celtics,108.0,
94,101,-9341,-1724,0,Utah Jazz,100.7,
106,101,9341,1724,1,Golden State Warriors,115.9,
104,101,-9341,-1724,0,Utah Jazz,100.7,
115,101,9341,1724,1,Golden State Warriors,115.9,
102,101,9341,1724,0,Golden State Warriors,115.9,
91,101,-9341,-1724,1,Utah Jazz,100.7,
121,101,9341,1724,0,Golden State Warriors,115.9,
95,101,-9341,-1724,1,Utah Jazz,100.7,
126,102,-5172,-12040,0,Houston Rockets,115.3,
99,102,5172,12040,1,San Antonio Spurs,105.3,
96,102,-5172,-12040,0,Houston Rockets,115.3,
121,102,5172,12040,1,San Antonio Spurs,105.3,
103,102,5172,12040,0,San Antonio Spurs,105.3,
92,102,-5172,-12040,1,Houston Rockets,115.3,
104,102,5172,12040,0,San Antonio Spurs,105.3,
125,102,-5172,-12040,1,Houston Rockets,115.3,
107,102,-5172,-12040,0,Houston Rockets,115.3,
110,102,5172,12040,1,San Antonio Spurs,105.3,
114,102,5172,12040,0,San Antonio Spurs,105.3,
75,102,-5172,-12040,1,Houston Rockets,115.3,
111,103,-7442,5238,0,San Antonio Spurs,105.3,
113,103,7442,-5238,1,Golden State Warriors,115.9,
100,103,-7442,5238,0,San Antonio Spurs,105.3,
136,103,7442,-5238,1,Golden State Warriors,115.9,
120,103,7442,-5238,0,Golden State Warriors,115.9,
108,103,-7442,5238,1,San Antonio Spurs,105.3,
129,103,7442,-5238,0,Golden State Warriors,115.9,
115,103,-7442,5238,1,San Antonio Spurs,105.3,
117,104,9773,11323,0,Cleveland Cavaliers,110.3,
104,104,-9773,-11323,1,Boston Celtics,108.0,
130,104,9773,11323,0,Cleveland Cavaliers,110.3,
86,104,-9773,-11323,1,Boston Celtics,108.0,
111,104,-9773,-11323,0,Boston Celtics,108.0,
108,104,9773,11323,1,Cleveland Cavaliers,110.3,
99,104,-9773,-11323,0,Boston Celtics,108.0,
112,104,9773,11323,1,Cleveland Cavaliers,110.3,
135,104,9773,11323,0,Cleveland Cavaliers,110.3,
102,104,-9773,-11323,1,Boston Celtics,108.0,
106,076,-1990,1469,0,Washington Wizards,106.6,
114,076,1990,-1469,1,Toronto Raptors,111.7,
119,076,-1990,1469,0,Washington Wizards,106.6,
130,076,1990,-1469,1,Toronto Raptors,111.7,
103,076,1990,-1469,0,Toronto Raptors,111.7,
122,076,-1990,1469,1,Washington Wizards,106.6,
98,076,1990,-1469,0,Toronto Raptors,111.7,
106,076,-1990,1469,1,Washington Wizards,106.6,
98,076,-1990,1469,0,Washington Wizards,106.6,
108,076,1990,-1469,1,Toronto Raptors,111.7,
102,076,1990,-1469,0,Toronto Raptors,111.7,
92,076,-1990,1469,1,Washington Wizards,106.6,
107,077,-2532,5113,0,Milwaukee Bucks,106.5,
113,077,2532,-5113,1,Boston Celtics,104.0,
106,077,-2532,5113,0,Milwaukee Bucks,106.5,
120,077,2532,-5113,1,Boston Celtics,104.0,
92,077,2532,-5113,0,Boston Celtics,104.0,
116,077,-2532,5113,1,Milwaukee Bucks,106.5,
102,077,2532,-5113,0,Boston Celtics,104.0,
104,077,-2532,5113,1,Milwaukee Bucks,106.5,
87,077,-2532,5113,0,Milwaukee Bucks,106.5,
92,077,2532,-5113,1,Boston Celtics,104.0,
86,077,2532,-5113,0,Boston Celtics,104.0,
97,077,-2532,5113,1,Milwaukee Bucks,106.5,
96,077,-2532,5113,0,Milwaukee Bucks,106.5,
112,077,2532,-5113,1,Boston Celtics,104.0,
103,078,5097,-541,0,Miami Heat,103.4,
130,078,-5097,541,1,Philadelphia 76ers,109.8,
113,078,5097,-541,0,Miami Heat,103.4,
103,078,-5097,541,1,Philadelphia 76ers,109.8,
128,078,-5097,541,0,Philadelphia 76ers,109.8,
108,078,5097,-541,1,Miami Heat,103.4,
106,078,-5097,541,0,Philadelphia 76ers,109.8,
102,078,5097,-541,1,Miami Heat,103.4,
91,078,5097,-541,0,Miami Heat,103.4,
104,078,-5097,541,1,Philadelphia 76ers,109.8,
98,079,-14674,-2804,0,Indiana Pacers,105.6,
80,079,14674,2804,1,Cleveland Cavaliers,110.9,
97,079,-14674,-2804,0,Indiana Pacers,105.6,
100,079,14674,2804,1,Cleveland Cavaliers,110.9,
90,079,14674,2804,0,Cleveland Cavaliers,110.9,
92,079,-14674,-2804,1,Indiana Pacers,105.6,
104,079,14674,2804,0,Cleveland Cavaliers,110.9,
100,079,-14674,-2804,1,Indiana Pacers,105.6,
95,079,-14674,-2804,0,Indiana Pacers,105.6,
98,079,14674,2804,1,Cleveland Cavaliers,110.9,
87,079,14674,2804,0,Cleveland Cavaliers,110.9,
121,079,-14674,-2804,1,Indiana Pacers,105.6,
101,079,-14674,-2804,0,Indiana Pacers,105.6,
105,079,14674,2804,1,Cleveland Cavaliers,110.9,
101,080,-4245,-4090,0,Minnesota Timberwolves,109.5,
104,080,4245,4090,1,Houston Rockets,112.4,
82,080,-4245,-4090,0,Minnesota Timberwolves,109.5,
102,080,4245,4090,1,Houston Rockets,112.4,
105,080,4245,4090,0,Houston Rockets,112.4,
121,080,-4245,-4090,1,Minnesota Timberwolves,109.5,
119,080,4245,4090,0,Houston Rockets,112.4,
100,080,-4245,-4090,1,Minnesota Timberwolves,109.5,
104,080,-4245,-4090,0,Minnesota Timberwolves,109.5,
122,080,4245,4090,1,Houston Rockets,112.4,
92,081,-1681,7702,0,San Antonio Spurs,102.7,
113,081,1681,-7702,1,Golden State Warriors,113.5,
101,081,-1681,7702,0,San Antonio Spurs,102.7,
116,081,1681,-7702,1,Golden State Warriors,113.5,
110,081,1681,-7702,0,Golden State Warriors,113.5,
97,081,-1681,7702,1,San Antonio Spurs,102.7,
90,081,1681,-7702,0,Golden State Warriors,113.5,
103,081,-1681,7702,1,San Antonio Spurs,102.7,
91,081,-1681,7702,0,San Antonio Spurs,102.7,
99,081,1681,-7702,1,Golden State Warriors,113.5,
97,082,1076,44,0,New Orleans Pelicans,111.7,
95,082,-1076,-44,1,Portland Trail Blazers,105.6,
111,082,1076,44,0,New Orleans Pelicans,111.7,
102,082,-1076,-44,1,Portland Trail Blazers,105.6,
102,082,-1076,-44,0,Portland Trail Blazers,105.6,
119,082,1076,44,1,New Orleans Pelicans,111.7,
123,082,-1076,-44,0,Portland Trail Blazers,105.6,
131,082,1076,44,1,New Orleans Pelicans,111.7,
108,083,-9294,-739,0,Utah Jazz,104.1,
116,083,9294,739,1,Oklahoma City Thunder,107.9,
102,083,-9294,-739,0,Utah Jazz,104.1,
95,083,9294,739,1,Oklahoma City Thunder,107.9,
102,083,9294,739,0,Oklahoma City Thunder,107.9,
115,083,-9294,-739,1,Utah Jazz,104.1,
96,083,9294,739,0,Oklahoma City Thunder,107.9,
113,083,-9294,-739,1,Utah Jazz,104.1,
99,083,-9294,-739,0,Utah Jazz,104.1,
107,083,9294,739,1,Oklahoma City Thunder,107.9,
91,083,9294,739,0,Oklahoma City Thunder,107.9,
96,083,-9294,-739,1,Utah Jazz,104.1,
101,084,-11630,-6086,0,New Orleans Pelicans,111.7,
123,084,11630,6086,1,Golden State Warriors,113.5,
116,084,-11630,-6086,0,New Orleans Pelicans,111.7,
121,084,11630,6086,1,Golden State Warriors,113.5,
100,084,11630,6086,0,Golden State Warriors,113.5,
119,084,-11630,-6086,1,New Orleans Pelicans,111.7,
118,084,11630,6086,0,Golden State Warriors,113.5,
92,084,-11630,-6086,1,New Orleans Pelicans,111.7,
104,084,-11630,-6086,0,New Orleans Pelicans,111.7,
113,084,11630,6086,1,Golden State Warriors,113.5,
96,085,-5424,-9958,0,Utah Jazz,104.1,
110,085,5424,9958,1,Houston Rockets,112.4,
116,085,-5424,-9958,0,Utah Jazz,104.1,
108,085,5424,9958,1,Houston Rockets,112.4,
113,085,5424,9958,0,Houston Rockets,112.4,
92,085,-5424,-9958,1,Utah Jazz,104.1,
100,085,5424,9958,0,Houston Rockets,112.4,
87,085,-5424,-9958,1,Utah Jazz,104.1,
102,085,-5424,-9958,0,Utah Jazz,104.1,
112,085,5424,9958,1,Houston Rockets,112.4,
101,086,-2590,1988,0,Philadelphia 76ers,109.8,
117,086,2590,-1988,1,Boston Celtics,104.0,
103,086,-2590,1988,0,Philadelphia 76ers,109.8,
108,086,2590,-1988,1,Boston Celtics,104.0,
101,086,2590,-1988,0,Boston Celtics,104.0,
98,086,-2590,1988,1,Philadelphia 76ers,109.8,
92,086,2590,-1988,0,Boston Celtics,104.0,
103,086,-2590,1988,1,Philadelphia 76ers,109.8,
112,086,-2590,1988,0,Philadelphia 76ers,109.8,
114,086,2590,-1988,1,Boston Celtics,104.0,
113,087,14522,186,0,Cleveland Cavaliers,110.9,
112,087,-14522,-186,1,Toronto Raptors,111.7,
128,087,14522,186,0,Cleveland Cavaliers,110.9,
110,087,-14522,-186,1,Toronto Raptors,111.7,
103,087,-14522,-186,0,Toronto Raptors,111.7,
105,087,14522,186,1,Cleveland Cavaliers,110.9,
93,087,-14522,-186,0,Toronto Raptors,111.7,
128,087,14522,186,1,Cleveland Cavaliers,110.9,
83,088,13604,4144,0,Cleveland Cavaliers,110.9,
108,088,-13604,-4144,1,Boston Celtics,104.0,
94,088,13604,4144,0,Cleveland Cavaliers,110.9,
107,088,-13604,-4144,1,Boston Celtics,104.0,
86,088,-13604,-4144,0,Boston Celtics,104.0,
116,088,13604,4144,1,Cleveland Cavaliers,110.9,
102,088,-13604,-4144,0,Boston Celtics,104.0,
111,088,13604,4144,1,Cleveland Cavaliers,110.9,
83,088,13604,4144,0,Cleveland Cavaliers,110.9,
96,088,-13604,-4144,1,Boston Celtics,104.0,
99,088,-13604,-4144,0,Boston Celtics,104.0,
109,088,13604,4144,1,Cleveland Cavaliers,110.9,
87,088,13604,4144,0,Cleveland Cavaliers,110.9,
79,088,-13604,-4144,1,Boston Celtics,104.0,
119,089,5752,-434,0,Golden State Warriors,113.5,
106,089,-5752,434,1,Houston Rockets,112.4,
105,089,5752,-434,0,Golden State Warriors,113.5,
127,089,-5752,434,1,Houston Rockets,112.4,
85,089,-5752,434,0,Houston Rockets,112.4,
126,089,5752,-434,1,Golden State Warriors,113.5,
95,089,-5752,434,0,Houston Rockets,112.4,
92,089,5752,-434,1,Golden State Warriors,113.5,
94,089,5752,-434,0,Golden State Warriors,113.5,
98,089,-5752,434,1,Houston Rockets,112.4,
86,089,-5752,434,0,Houston Rockets,112.4,
115,089,5752,-434,1,Golden State Warriors,113.5,
101,089,5752,-434,0,Golden State Warriors,113.5,
92,089,-5752,434,1,Houston Rockets,112.4,
86,061,-1269,-1302,0,Detroit Pistons,107.0,
121,061,1269,1302,1,Milwaukee Bucks,118.1,
99,061,-1269,-1302,0,Detroit Pistons,107.0,
120,061,1269,1302,1,Milwaukee Bucks,118.1,
119,061,1269,1302,0,Milwaukee Bucks,118.1,
103,061,-1269,-1302,1,Detroit Pistons,107.0,
127,061,1269,1302,0,Milwaukee Bucks,118.1,
104,061,-1269,-1302,1,Detroit Pistons,107.0,
104,062,-8841,-4490,0,Orlando Magic,107.3,
101,062,8841,4490,1,Toronto Raptors,114.4,
82,062,-8841,-4490,0,Orlando Magic,107.3,
111,062,8841,4490,1,Toronto Raptors,114.4,
98,062,8841,4490,0,Toronto Raptors,114.4,
93,062,-8841,-4490,1,Orlando Magic,107.3,
107,062,8841,4490,0,Toronto Raptors,114.4,
85,062,-8841,-4490,1,Orlando Magic,107.3,
96,062,-8841,-4490,0,Orlando Magic,107.3,
115,062,8841,4490,1,Toronto Raptors,114.4,
111,063,-3670,-253,0,Brooklyn Nets,112.2,
102,063,3670,253,1,Philadelphia 76ers,115.2,
123,063,-3670,-253,0,Brooklyn Nets,112.2,
145,063,3670,253,1,Philadelphia 76ers,115.2,
131,063,3670,253,0,Philadelphia 76ers,115.2,
115,063,-3670,-253,1,Brooklyn Nets,112.2,
112,063,3670,253,0,Philadelphia 76ers,115.2,
108,063,-3670,-253,1,Brooklyn Nets,112.2,
100,063,-3670,-253,0,Brooklyn Nets,112.2,
122,063,3670,253,1,Philadelphia 76ers,115.2,
74,064,-3176,-1170,0,Indiana Pacers,108.0,
84,064,3176,1170,1,Boston Celtics,112.4,
91,064,-3176,-1170,0,Indiana Pacers,108.0,
99,064,3176,1170,1,Boston Celtics,112.4,
104,064,3176,1170,0,Boston Celtics,112.4,
96,064,-3176,-1170,1,Indiana Pacers,108.0,
110,064,3176,1170,0,Boston Celtics,112.4,
106,064,-3176,-1170,1,Indiana Pacers,108.0,
104,065,-17411,-4005,0,Los Angeles Clippers,115.1,
121,065,17411,4005,1,Golden State Warriors,117.7,
135,065,-17411,-4005,0,Los Angeles Clippers,115.1,
131,065,17411,4005,1,Golden State Warriors,117.7,
132,065,17411,4005,0,Golden State Warriors,117.7,
105,065,-17411,-4005,1,Los Angeles Clippers,115.1,
113,065,17411,4005,0,Golden State Warriors,117.7,
105,065,-17411,-4005,1,Los Angeles Clippers,115.1,
129,065,-17411,-4005,0,Los Angeles Clippers,115.1,
121,065,17411,4005,1,Golden State Warriors,117.7,
129,065,17411,4005,0,Golden State Warriors,117.7,
110,065,-17411,-4005,1,Los Angeles Clippers,115.1,
101,066,2416,3205,0,San Antonio Spurs,111.7,
96,066,-2416,-3205,1,Denver Nuggets,110.7,
105,066,2416,3205,0,San Antonio Spurs,111.7,
114,066,-2416,-3205,1,Denver Nuggets,110.7,
108,066,-2416,-3205,0,Denver Nuggets,110.7,
118,066,2416,3205,1,San Antonio Spurs,111.7,
117,066,-2416,-3205,0,Denver Nuggets,110.7,
103,066,2416,3205,1,San Antonio Spurs,111.7,
90,066,2416,3205,0,San Antonio Spurs,111.7,
108,066,-2416,-3205,1,Denver Nuggets,110.7,
103,066,-2416,-3205,0,Denver Nuggets,110.7,
120,066,2416,3205,1,San Antonio Spurs,111.7,
86,066,2416,3205,0,San Antonio Spurs,111.7,
90,066,-2416,-3205,1,Denver Nuggets,110.7,
99,067,4529,-280,0,Oklahoma City Thunder,114.5,
104,067,-4529,280,1,Portland Trail Blazers,114.7,
94,067,4529,-280,0,Oklahoma City Thunder,114.5,
114,067,-4529,280,1,Portland Trail Blazers,114.7,
108,067,-4529,280,0,Portland Trail Blazers,114.7,
120,067,4529,-280,1,Oklahoma City Thunder,114.5,
111,067,-4529,280,0,Portland Trail Blazers,114.7,
98,067,4529,-280,1,Oklahoma City Thunder,114.5,
115,067,4529,-280,0,Oklahoma City Thunder,114.5,
118,067,-4529,280,1,Portland Trail Blazers,114.7,
90,068,-7703,1760,0,Utah Jazz,111.7,
122,068,7703,-1760,1,Houston Rockets,113.9,
98,068,-7703,1760,0,Utah Jazz,111.7,
118,068,7703,-1760,1,Houston Rockets,113.9,
104,068,7703,-1760,0,Houston Rockets,113.9,
101,068,-7703,1760,1,Utah Jazz,111.7,
91,068,7703,-1760,0,Houston Rockets,113.9,
107,068,-7703,1760,1,Utah Jazz,111.7,
93,068,-7703,1760,0,Utah Jazz,111.7,
100,068,7703,-1760,1,Houston Rockets,113.9,
112,069,5355,-1921,0,Boston Celtics,112.4,
90,069,-5355,1921,1,Milwaukee Bucks,118.1,
102,069,5355,-1921,0,Boston Celtics,112.4,
123,069,-5355,1921,1,Milwaukee Bucks,118.1,
123,069,-5355,1921,0,Milwaukee Bucks,118.1,
116,069,5355,-1921,1,Boston Celtics,112.4,
113,069,-5355,1921,0,Milwaukee Bucks,118.1,
101,069,5355,-1921,1,Boston Celtics,112.4,
91,069,5355,-1921,0,Boston Celtics,112.4,
116,069,-5355,1921,1,Milwaukee Bucks,118.1,
95,070,-5127,-2483,0,Philadelphia 76ers,115.2,
108,070,5127,2483,1,Toronto Raptors,114.4,
94,070,-5127,-2483,0,Philadelphia 76ers,115.2,
89,070,5127,2483,1,Toronto Raptors,114.4,
95,070,5127,2483,0,Toronto Raptors,114.4,
116,070,-5127,-2483,1,Philadelphia 76ers,115.2,
101,070,5127,2483,0,Toronto Raptors,114.4,
96,070,-5127,-2483,1,Philadelphia 76ers,115.2,
89,070,-5127,-2483,0,Philadelphia 76ers,115.2,
125,070,5127,2483,1,Toronto Raptors,114.4,
101,070,5127,2483,0,Toronto Raptors,114.4,
112,070,-5127,-2483,1,Philadelphia 76ers,115.2,
90,070,-5127,-2483,0,Philadelphia 76ers,115.2,
92,070,5127,2483,1,Toronto Raptors,114.4,
100,071,-10157,690,0,Houston Rockets,113.9,
104,071,10157,-690,1,Golden State Warriors,117.7,
109,071,-10157,690,0,Houston Rockets,113.9,
115,071,10157,-690,1,Golden State Warriors,117.7,
121,071,10157,-690,0,Golden State Warriors,117.7,
126,071,-10157,690,1,Houston Rockets,113.9,
108,071,10157,-690,0,Golden State Warriors,117.7,
112,071,-10157,690,1,Houston Rockets,113.9,
99,071,-10157,690,0,Houston Rockets,113.9,
104,071,10157,-690,1,Golden State Warriors,117.7,
118,071,10157,-690,0,Golden State Warriors,117.7,
113,071,-10157,690,1,Houston Rockets,113.9,
113,072,1225,1198,0,Portland Trail Blazers,114.7,
121,072,-1225,-1198,1,Denver Nuggets,110.7,
97,072,1225,1198,0,Portland Trail Blazers,114.7,
90,072,-1225,-1198,1,Denver Nuggets,110.7,
137,072,-1225,-1198,0,Denver Nuggets,110.7,
140,072,1225,1198,1,Portland Trail Blazers,114.7,
116,072,-1225,-1198,0,Denver Nuggets,110.7,
112,072,1225,1198,1,Portland Trail Blazers,114.7,
98,072,1225,1198,0,Portland Trail Blazers,114.7,
124,072,-1225,-1198,1,Denver Nuggets,110.7,
108,072,-1225,-1198,0,Denver Nuggets,110.7,
119,072,1225,1198,1,Portland Trail Blazers,114.7,
100,072,1225,1198,0,Portland Trail Blazers,114.7,
96,072,-1225,-1198,1,Denver Nuggets,110.7,
100,073,5676,1436,0,Toronto Raptors,114.4,
108,073,-5676,-1436,1,Milwaukee Bucks,118.1,
103,073,5676,1436,0,Toronto Raptors,114.4,
125,073,-5676,-1436,1,Milwaukee Bucks,118.1,
112,073,-5676,-1436,0,Milwaukee Bucks,118.1,
118,073,5676,1436,1,Toronto Raptors,114.4,
102,073,-5676,-1436,0,Milwaukee Bucks,118.1,
120,073,5676,1436,1,Toronto Raptors,114.4,
105,073,5676,1436,0,Toronto Raptors,114.4,
99,073,-5676,-1436,1,Milwaukee Bucks,118.1,
94,073,-5676,-1436,0,Milwaukee Bucks,118.1,
100,073,5676,1436,1,Toronto Raptors,114.4,
94,074,-12021,-885,0,Portland Trail Blazers,114.7,
116,074,12021,885,1,Golden State Warriors,117.7,
111,074,-12021,-885,0,Portland Trail Blazers,114.7,
114,074,12021,885,1,Golden State Warriors,117.7,
110,074,12021,885,0,Golden State Warriors,117.7,
99,074,-12021,-885,1,Portland Trail Blazers,114.7,
119,074,12021,885,0,Golden State Warriors,117.7,
117,074,-12021,-885,1,Portland Trail Blazers,114.7,
122,046,-4500,-9411,0,Orlando Magic,107.3,
110,046,4500,9411,1,Milwaukee Bucks,118.7,
96,046,-4500,-9411,0,Orlando Magic,107.3,
111,046,4500,9411,1,Milwaukee Bucks,118.7,
121,046,4500,9411,0,Milwaukee Bucks,118.7,
107,046,-4500,-9411,1,Orlando Magic,107.3,
121,046,4500,9411,0,Milwaukee Bucks,118.7,
106,046,-4500,-9411,1,Orlando Magic,107.3,
104,046,-4500,-9411,0,Orlando Magic,107.3,
118,046,4500,9411,1,Milwaukee Bucks,118.7,
110,047,-5370,-6706,0,Brooklyn Nets,111.8,
134,047,5370,6706,1,Toronto Raptors,112.8,
99,047,-5370,-6706,0,Brooklyn Nets,111.8,
104,047,5370,6706,1,Toronto Raptors,112.8,
117,047,5370,6706,0,Toronto Raptors,112.8,
92,047,-5370,-6706,1,Brooklyn Nets,111.8,
150,047,5370,6706,0,Toronto Raptors,112.8,
122,047,-5370,-6706,1,Brooklyn Nets,111.8,
101,048,2082,-771,0,Philadelphia 76ers,110.7,
109,048,-2082,771,1,Boston Celtics,113.7,
101,048,2082,-771,0,Philadelphia 76ers,110.7,
128,048,-2082,771,1,Boston Celtics,113.7,
102,048,-2082,771,0,Boston Celtics,113.7,
94,048,2082,-771,1,Philadelphia 76ers,110.7,
110,048,-2082,771,0,Boston Celtics,113.7,
106,048,2082,-771,1,Philadelphia 76ers,110.7,
113,049,6045,1657,0,Miami Heat,112.0,
101,049,-6045,-1657,1,Indiana Pacers,109.4,
109,049,6045,1657,0,Miami Heat,112.0,
100,049,-6045,-1657,1,Indiana Pacers,109.4,
115,049,-6045,-1657,0,Indiana Pacers,109.4,
124,049,6045,1657,1,Miami Heat,112.0,
87,049,-6045,-1657,0,Indiana Pacers,109.4,
99,049,6045,1657,1,Miami Heat,112.0,
100,050,-7410,-9671,0,Portland Trail Blazers,115.0,
93,050,7410,9671,1,Los Angeles Lakers,113.4,
88,050,-7410,-9671,0,Portland Trail Blazers,115.0,
111,050,7410,9671,1,Los Angeles Lakers,113.4,
116,050,7410,9671,0,Los Angeles Lakers,113.4,
108,050,-7410,-9671,1,Portland Trail Blazers,115.0,
135,050,7410,9671,0,Los Angeles Lakers,113.4,
115,050,-7410,-9671,1,Portland Trail Blazers,115.0,
122,050,-7410,-9671,0,Portland Trail Blazers,115.0,
131,050,7410,9671,1,Los Angeles Lakers,113.4,
110,051,-8656,-4570,0,Dallas Mavericks,117.0,
118,051,8656,4570,1,Los Angeles Clippers,116.3,
127,051,-8656,-4570,0,Dallas Mavericks,117.0,
114,051,8656,4570,1,Los Angeles Clippers,116.3,
130,051,8656,4570,0,Los Angeles Clippers,116.3,
122,051,-8656,-4570,1,Dallas Mavericks,117.0,
133,051,8656,4570,0,Los Angeles Clippers,116.3,
135,051,-8656,-4570,1,Dallas Mavericks,117.0,
111,051,-8656,-4570,0,Dallas Mavericks,117.0,
154,051,8656,4570,1,Los Angeles Clippers,116.3,
111,051,8656,4570,0,Los Angeles Clippers,116.3,
97,051,-8656,-4570,1,Dallas Mavericks,117.0,
125,052,1225,-2629,0,Utah Jazz,111.3,
135,052,-1225,2629,1,Denver Nuggets,111.3,
124,052,1225,-2629,0,Utah Jazz,111.3,
105,052,-1225,2629,1,Denver Nuggets,111.3,
87,052,-1225,2629,0,Denver Nuggets,111.3,
124,052,1225,-2629,1,Utah Jazz,111.3,
127,052,-1225,2629,0,Denver Nuggets,111.3,
129,052,1225,-2629,1,Utah Jazz,111.3,
107,052,1225,-2629,0,Utah Jazz,111.3,
117,052,-1225,2629,1,Denver Nuggets,111.3,
119,052,-1225,2629,0,Denver Nuggets,111.3,
107,052,1225,-2629,1,Utah Jazz,111.3,
78,052,1225,-2629,0,Utah Jazz,111.3,
80,052,-1225,2629,1,Denver Nuggets,111.3,
108,053,-407,-8845,0,Oklahoma City Thunder,110.4,
123,053,407,8845,1,Houston Rockets,117.8,
98,053,-407,-8845,0,Oklahoma City Thunder,110.4,
111,053,407,8845,1,Houston Rockets,117.8,
107,053,407,8845,0,Houston Rockets,117.8,
119,053,-407,-8845,1,Oklahoma City Thunder,110.4,
114,053,407,8845,0,Houston Rockets,117.8,
117,053,-407,-8845,1,Oklahoma City Thunder,110.4,
80,053,-407,-8845,0,Oklahoma City Thunder,110.4,
114,053,407,8845,1,Houston Rockets,117.8,
100,053,407,8845,0,Houston Rockets,117.8,
104,053,-407,-8845,1,Oklahoma City Thunder,110.4,
102,053,-407,-8845,0,Oklahoma City Thunder,110.4,
104,053,407,8845,1,Houston Rockets,117.8,
112,054,-2026,-5962,0,Boston Celtics,113.7,
94,054,2026,5962,1,Toronto Raptors,112.8,
102,054,-2026,-5962,0,Boston Celtics,113.7,
99,054,2026,5962,1,Toronto Raptors,112.8,
104,054,2026,5962,0,Toronto Raptors,112.8,
103,054,-2026,-5962,1,Boston Celtics,113.7,
100,054,2026,5962,0,Toronto Raptors,112.8,
93,054,-2026,-5962,1,Boston Celtics,113.7,
111,054,-2026,-5962,0,Boston Celtics,113.7,
89,054,2026,5962,1,Toronto Raptors,112.8,
125,054,2026,5962,0,Toronto Raptors,112.8,
122,054,-2026,-5962,1,Boston Celtics,113.7,
92,054,-2026,-5962,0,Boston Celtics,113.7,
87,054,2026,5962,1,Toronto Raptors,112.8,
115,055,-3817,-665,0,Miami Heat,112.0,
104,055,3817,665,1,Milwaukee Bucks,118.7,
116,055,-3817,-665,0,Miami Heat,112.0,
114,055,3817,665,1,Milwaukee Bucks,118.7,
100,055,3817,665,0,Milwaukee Bucks,118.7,
115,055,-3817,-665,1,Miami Heat,112.0,
118,055,3817,665,0,Milwaukee Bucks,118.7,
115,055,-3817,-665,1,Miami Heat,112.0,
103,055,-3817,-665,0,Miami Heat,112.0,
94,055,3817,665,1,Milwaukee Bucks,118.7,
97,056,-4262,-4552,0,Denver Nuggets,111.3,
120,056,4262,4552,1,Los Angeles Clippers,116.3,
110,056,-4262,-4552,0,Denver Nuggets,111.3,
101,056,4262,4552,1,Los Angeles Clippers,116.3,
113,056,4262,4552,0,Los Angeles Clippers,116.3,
107,056,-4262,-4552,1,Denver Nuggets,111.3,
96,056,4262,4552,0,Los Angeles Clippers,116.3,
85,056,-4262,-4552,1,Denver Nuggets,111.3,
111,056,-4262,-4552,0,Denver Nuggets,111.3,
105,056,4262,4552,1,Los Angeles Clippers,116.3,
98,056,4262,4552,0,Los Angeles Clippers,116.3,
111,056,-4262,-4552,1,Denver Nuggets,111.3,
104,056,-4262,-4552,0,Denver Nuggets,111.3,
89,056,4262,4552,1,Los Angeles Clippers,116.3,
112,057,-6638,-7139,0,Houston Rockets,117.8,
97,057,6638,7139,1,Los Angeles Lakers,113.4,
109,057,-6638,-7139,0,Houston Rockets,117.8,
117,057,6638,7139,1,Los Angeles Lakers,113.4,
112,057,6638,7139,0,Los Angeles Lakers,113.4,
102,057,-6638,-7139,1,Houston Rockets,117.8,
110,057,6638,7139,0,Los Angeles Lakers,113.4,
100,057,-6638,-7139,1,Houston Rockets,117.8,
96,057,-6638,-7139,0,Houston Rockets,117.8,
119,057,6638,7139,1,Los Angeles Lakers,113.4,
117,058,124,3646,0,Miami Heat,112.0,
114,058,-124,-3646,1,Boston Celtics,113.7,
106,058,124,3646,0,Miami Heat,112.0,
101,058,-124,-3646,1,Boston Celtics,113.7,
117,058,-124,-3646,0,Boston Celtics,113.7,
106,058,124,3646,1,Miami Heat,112.0,
109,058,-124,-3646,0,Boston Celtics,113.7,
112,058,124,3646,1,Miami Heat,112.0,
108,058,124,3646,0,Miami Heat,112.0,
121,058,-124,-3646,1,Boston Celtics,113.7,
113,058,-124,-3646,0,Boston Celtics,113.7,
125,058,124,3646,1,Miami Heat,112.0,
114,059,-8279,-11772,0,Denver Nuggets,111.3,
126,059,8279,11772,1,Los Angeles Lakers,113.4,
103,059,-8279,-11772,0,Denver Nuggets,111.3,
105,059,8279,11772,1,Los Angeles Lakers,113.4,
106,059,8279,11772,0,Los Angeles Lakers,113.4,
114,059,-8279,-11772,1,Denver Nuggets,111.3,
114,059,8279,11772,0,Los Angeles Lakers,113.4,
108,059,-8279,-11772,1,Denver Nuggets,111.3,
107,059,-8279,-11772,0,Denver Nuggets,111.3,
117,059,8279,11772,1,Los Angeles Lakers,113.4,
107,031,1800,2919,0,Miami Heat,108.1,
109,031,-1800,-2919,1,Milwaukee Bucks,120.1,
98,031,1800,2919,0,Miami Heat,108.1,
132,031,-1800,-2919,1,Milwaukee Bucks,120.1,
113,031,-1800,-2919,0,Milwaukee Bucks,120.1,
84,031,1800,2919,1,Miami Heat,108.1,
120,031,-1800,-2919,0,Milwaukee Bucks,120.1,
103,031,1800,2919,1,Miami Heat,108.1,
113,032,-10448,-9031,0,Dallas Mavericks,112.4,
103,032,10448,9031,1,Los Angeles Clippers,114.0,
